id;name;name_with_name_space;path;path_with_name_space
21803695;From Ontology Information Model to Django Application;Model Driven Design / From Ontology Information Model to Django Application;from-ontology-information-model-to-django-application;mdd_seon/from-ontology-information-model-to-django-application
