key;rule;severity;component;project;hash;status;effort;debt;creation_date;update_date;close_date;type;resolution;assignee
AYP4YCH077HIeUB3hHIY;typescript:S4782;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/select-network-dropdown/index.tsx;brave_brave-core;a612a735ecd191d11acf5be2300009b8;OPEN;1min;1min;2022-10-19T00:25:56+0200;2022-10-19T00:33:18+0200;;CODE_SMELL;;Douglashdaniel@github
AYPxkrvAaMemyChiUcZN;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/chart-control-bar/chart-control-bar.style.ts;brave_brave-core;3fedc956a895f4dd46e3262d9d883d66;OPEN;5min;5min;2022-10-18T22:45:32+0200;2022-10-19T20:43:06+0200;;CODE_SMELL;;
AYPxlAs1SMYayuQr4VrO;typescript:S125;MAJOR;brave_brave-core:components/brave_wallet_ui/components/extension/transactions-panel/transactions-panel.stories.tsx;brave_brave-core;d9d2be6adc35ecf55d13e8d95a911982;OPEN;5min;5min;2022-10-18T22:19:03+0200;2022-10-19T20:44:20+0200;;CODE_SMELL;;
AYQNmbsP3iy0NBnDIPtG;javascript:S2703;BLOCKER;brave_brave-core:build/commands/lib/util.js;brave_brave-core;946298097c2fe216b7081421f3071de6;OPEN;2min;2min;2022-10-18T17:02:47+0200;2022-10-18T17:09:42+0200;;CODE_SMELL;;
AYPdGRUshW61s418Ht-A;typescript:S2814;MAJOR;brave_brave-core:components/brave_new_tab_ui/components/default/braveToday/customize/Context.tsx;brave_brave-core;a7d4271756c800e1a860c17195f080e9;OPEN;20min;20min;2022-10-15T20:09:32+0200;2022-10-15T21:18:51+0200;;CODE_SMELL;;
AYPm81IuVbbV2X0HuVqY;typescript:S3358;MAJOR;brave_brave-core:components/brave_rewards/resources/page/components/connect_wallet_modal.tsx;brave_brave-core;6fda7956ac74450d0ab49bceb739d624;OPEN;5min;5min;2022-10-12T22:05:07+0200;2022-10-12T22:05:07+0200;;CODE_SMELL;;
AYPk2ZGUx7DqtE976oFC;typescript:S1135;INFO;brave_brave-core:components/brave_wallet_ui/components/desktop/popup-modals/add-account-modal/hardware-wallet-connect/types.ts;brave_brave-core;8b06be48a1942d154c833c6896c12d3a;OPEN;0min;0min;2022-10-12T10:32:24+0200;2022-10-12T10:32:24+0200;;CODE_SMELL;;
AYPk2ZGUx7DqtE976oFD;typescript:S1135;INFO;brave_brave-core:components/brave_wallet_ui/components/desktop/popup-modals/add-account-modal/hardware-wallet-connect/types.ts;brave_brave-core;8b06be48a1942d154c833c6896c12d3a;OPEN;0min;0min;2022-10-12T10:32:24+0200;2022-10-12T10:32:24+0200;;CODE_SMELL;;
AYPNBUMeNOF_sdzi-Ni2;javascript:S1135;INFO;brave_brave-core:build/commands/lib/config.js;brave_brave-core;8f3f5b235531d270b101513562bd294a;OPEN;0min;0min;2022-10-12T08:39:46+0200;2022-10-12T08:39:46+0200;;CODE_SMELL;;mherrmann@github
AYPDiYfADK5cikcniH7F;python:S1542;MAJOR;brave_brave-core:chromium_src/third_party/catapult/telemetry/telemetry/internal/backends/chrome/desktop_browser_finder.py;brave_brave-core;dca97016987bcb308c508e7df8c431bc;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYfqDK5cikcniH7G;python:S1542;MAJOR;brave_brave-core:chromium_src/tools/perf/core/results_dashboard.py;brave_brave-core;6bd6c40869efdcef5110ed6a83fdc136;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYfqDK5cikcniH7H;python:S1542;MAJOR;brave_brave-core:chromium_src/tools/perf/core/results_dashboard.py;brave_brave-core;e4091337fa795641896e7cc12e7f7364;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYfqDK5cikcniH7I;python:S1542;MAJOR;brave_brave-core:chromium_src/tools/perf/core/results_dashboard.py;brave_brave-core;299e58d0666431fcaf739541ccdccb8e;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZrDK5cikcniH6p;python:S1172;MAJOR;brave_brave-core:tools/perf/components/brave_logdog_helper.py;brave_brave-core;726c9fd09246435dda13a8859c4a3ff4;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZrDK5cikcniH6q;python:S1172;MAJOR;brave_brave-core:tools/perf/components/brave_logdog_helper.py;brave_brave-core;726c9fd09246435dda13a8859c4a3ff4;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbrDK5cikcniH6-;python:S1542;MAJOR;brave_brave-core:tools/perf/components/browser_binary_fetcher.py;brave_brave-core;0ef97d6be4a5e46cf6e7efcc7f8fdae6;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbrDK5cikcniH6_;python:S1542;MAJOR;brave_brave-core:tools/perf/components/browser_binary_fetcher.py;brave_brave-core;9ce90e6379fb4765e385adefa0f49d6d;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbADK5cikcniH6w;python:S1542;MAJOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;2f1cf6591c6c6248595c4952c5240b87;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbADK5cikcniH6y;python:S1542;MAJOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;0ddf8f9a5bf9ac12539f01714ffcbf93;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH6z;python:S5655;CRITICAL;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;7b221ec46e6a7388aa27fe2ac644e7fa;OPEN;20min;20min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH60;python:S5655;CRITICAL;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;0a77831311c7caff6e2d1ab846a7fc7f;OPEN;20min;20min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH61;python:S100;MINOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;f5bc70312add06209f1c62b1c6445e13;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH62;python:S100;MINOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;ac6898b266065edc001a8be0699d152d;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH63;python:S100;MINOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;bc262efb6789aefe6663af93b7b8af4a;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH64;python:S100;MINOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;8d01e9d12c90b836ec44673689357d99;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH65;python:S100;MINOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;1d6c2056bc98c9c07572bb5236ffbc51;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH66;python:S1542;MAJOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;c29afe1374c282c7c770bce73a81f77c;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH67;python:S1542;MAJOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;3bc4e5be62708e12c83d6d08cfbce8f1;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYbBDK5cikcniH68;python:S1542;MAJOR;brave_brave-core:tools/perf/components/browser_type.py;brave_brave-core;432d7f977ab2ff6b09de279544ad1a7c;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6b;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;c4c017142c892ef9e0df239569639c6c;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6c;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;4d06c7b3f7cec81e0c7f4a1ba58e0919;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6d;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;962d044527dbca967d8e82abd5ae7498;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6e;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;9c7041460230ee4d8665186248b32aa0;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6f;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;5a3196051a006b757f9722a48e0fe739;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6g;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;ae9db1bba688c9672ede66bdca9722cc;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6h;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;39bd159ef3f749ec1debc2272906d462;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6i;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;244854b624b7cd83aa9e4d3f0f960a98;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6j;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;2129a624839e84493a86f3aecfa072a8;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6k;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;93ab375797aa618ccc63c681f79a0b55;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6l;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;c6c8bf47b41501c9a96ee9da8b0e0605;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6m;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;ad56331e2b52b15974d026fd0568bb23;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6n;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;251377f749eb96303faf68b870900802;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYZLDK5cikcniH6o;python:S1542;MAJOR;brave_brave-core:tools/perf/components/path_util.py;brave_brave-core;c1457c93d8b8133c11ff0f58f86874b0;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYaKDK5cikcniH6r;python:S1940;MINOR;brave_brave-core:tools/perf/components/perf_config.py;brave_brave-core;329e77bcb4f1ec85464d68c37dcc43c0;OPEN;2min;2min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYcnDK5cikcniH7A;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_profile.py;brave_brave-core;de72bcd7e0859471d9f2dd0bc57a090d;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYcnDK5cikcniH7B;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_profile.py;brave_brave-core;f7617d4ea1703a77540f447b1d75dced;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYcnDK5cikcniH7C;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_profile.py;brave_brave-core;6e34c07c7e62dc3a75e165e678fe6285;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6O;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;dd1d5b0c4b9741524eff158ece4c88d8;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6P;python:S3776;CRITICAL;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;dd1d5b0c4b9741524eff158ece4c88d8;OPEN;7min;7min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6Q;python:S100;MINOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;80532a0d70b196bc02f52e64dd1dd5ef;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6N;python:S1066;MAJOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;c218a78c3fa73c1826a67867f4d9402a;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6R;python:S100;MINOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;bf414815e96f5d096e513684ca9fbf8b;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6S;python:S100;MINOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;51e567330e84db77f98c8560ae8995ca;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6T;python:S100;MINOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;74f423c33245dcdd813e4695130fd4e4;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6U;python:S100;MINOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;ad3cb58f8676cc233c5f8d36c325578a;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6V;python:S100;MINOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;040bbf83f77a0c35c191c40ec5fa2ad3;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6W;python:S100;MINOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;98f5504b85482a69b25c26a0e56b21e5;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6X;python:S100;MINOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;527ab72902e5611e4a5999cb4bdf061a;OPEN;5min;5min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6Y;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;b9c2a7b0e7028e06d5ec8a2d5a3fa857;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6Z;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;f4dd1a802e0d49789029e11fb8880ab0;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYYhDK5cikcniH6a;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_test_runner.py;brave_brave-core;14cdfa634aa80dec2f836f7ab3b36325;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYakDK5cikcniH6s;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_test_utils.py;brave_brave-core;f7e16b991399768e4ec85499902d6431;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYakDK5cikcniH6t;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_test_utils.py;brave_brave-core;58fa7a91ef54ea8418cb1d98d7fe8141;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYakDK5cikcniH6u;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_test_utils.py;brave_brave-core;5f176116a628977d7624da34e78b8297;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPDiYakDK5cikcniH6v;python:S1542;MAJOR;brave_brave-core:tools/perf/components/perf_test_utils.py;brave_brave-core;209959510a3506b228144032bfd00326;OPEN;10min;10min;2022-10-10T22:09:13+0200;2022-10-10T22:11:17+0200;;CODE_SMELL;;atuchin-m@github
AYPOfLpWNOF_sdziG8_B;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/shared/buy-option/buy-asset-option.tsx;brave_brave-core;abd4d3a1abd4698faa1df951d8c900f7;OPEN;10min;10min;2022-10-07T21:09:27+0200;2022-10-07T21:36:28+0200;;CODE_SMELL;;
AYOvE6VIRS8f5gb4f0ao;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/desktop/portfolio-transaction-item/index.tsx;brave_brave-core;abd4d3a1abd4698faa1df951d8c900f7;OPEN;36min;36min;2022-10-06T20:04:33+0200;2022-10-06T20:09:39+0200;;CODE_SMELL;;Douglashdaniel@github
AYOuCnEiId3cupnuYmJ0;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/market-datatable/index.tsx;brave_brave-core;005128d32962430e282aebcb5c761079;OPEN;5min;5min;2022-10-05T21:46:31+0200;2022-10-05T21:53:00+0200;;CODE_SMELL;;Douglashdaniel@github
AYOjy2DNEY6BvK7DrZUj;typescript:S5869;MAJOR;brave_brave-core:components/brave_wallet_ui/utils/recovery-phrase-utils.ts;brave_brave-core;1c2983da39ec1e45ea35321d74f1a78e;OPEN;5min;5min;2022-10-04T00:14:38+0200;2022-10-04T00:21:08+0200;;CODE_SMELL;;
AYOJeX0nOp-22dCY_ae0;css:S4667;MAJOR;brave_brave-core:browser/resources/settings/pin_shortcut_page/pin_shortcut_page.html;brave_brave-core;1ef0bca0c8fe511a919ad12472e6c67f;OPEN;1min;1min;2022-09-29T13:28:09+0200;2022-09-29T15:35:49+0200;;CODE_SMELL;;
AYOJeXu8Op-22dCY_aex;javascript:S1128;MINOR;brave_brave-core:browser/resources/settings/pin_shortcut_page/pin_shortcut_page_browser_proxy.js;brave_brave-core;4e8490ab29f4300c7a69504b4080d01c;CLOSED;2min;2min;2022-09-29T13:28:09+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYOJeXu8Op-22dCY_aey;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/pin_shortcut_page/pin_shortcut_page_browser_proxy.js;brave_brave-core;034032e507b85691342d72bd1261f0dd;CLOSED;5min;5min;2022-09-29T13:28:09+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYOJeXu8Op-22dCY_aez;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/pin_shortcut_page/pin_shortcut_page_browser_proxy.js;brave_brave-core;ff350971aa19a3d3a7dce06a01cd74bc;CLOSED;5min;5min;2022-09-29T13:28:09+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYOIuplH6QXFcyTa1zjY;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/helpers/colorUtil.ts;brave_brave-core;2953a47a885dada94d65d85b36c7f24d;OPEN;0min;0min;2022-09-29T12:05:38+0200;2022-09-29T12:07:09+0200;;CODE_SMELL;;sangwoo108@github
AYOPkGVt-oDT02lXFIuZ;javascript:S3776;CRITICAL;brave_brave-core:browser/resources/settings/brave_overrides/basic_page.ts;brave_brave-core;d8d10c83eb808837d0d5d57d6381074d;CLOSED;10min;10min;2022-09-28T01:31:30+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYN-8gMHq4JuOcfFVUKJ;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/panel/async/wallet_panel_async_handler.ts;brave_brave-core;6d246423691d961ade491b4876668fdc;OPEN;6min;6min;2022-09-26T22:31:00+0200;2022-09-26T22:37:23+0200;;CODE_SMELL;;
AYODn9ele23uOPhUZwbS;python:S1515;MAJOR;brave_brave-core:chromium_src/third_party/inspector_protocol/pdl.py;brave_brave-core;166ef5b8d7322fb77305bcf532b5949b;OPEN;30min;30min;2022-09-26T18:24:44+0200;2022-09-26T18:27:16+0200;;CODE_SMELL;;
AYODn9ele23uOPhUZwbT;python:S1515;MAJOR;brave_brave-core:chromium_src/third_party/inspector_protocol/pdl.py;brave_brave-core;66ecb5a168f07ad20e9cfbd6415b3e9f;OPEN;30min;30min;2022-09-26T18:24:44+0200;2022-09-26T18:27:16+0200;;CODE_SMELL;;
AYODn9ele23uOPhUZwbU;python:S1515;MAJOR;brave_brave-core:chromium_src/third_party/inspector_protocol/pdl.py;brave_brave-core;33e8ea39e3afa7dee53db6cb881bcc88;OPEN;30min;30min;2022-09-26T18:24:44+0200;2022-09-26T18:27:16+0200;;CODE_SMELL;;
AYNotpNl85EICojlxQ3c;typescript:S4782;MAJOR;brave_brave-core:components/brave_wallet_ui/components/extension/post-confirmation/failed/failed.tsx;brave_brave-core;155a22dd69a66111ac1ac340038ae3d0;OPEN;1min;1min;2022-09-13T16:51:40+0200;2022-09-13T17:01:00+0200;;CODE_SMELL;;
AYNfYXOZfwH5emFrq_m6;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_default_extensions_page/brave_default_extensions_browser_proxy.js;brave_brave-core;0fc1194ef748571d1aa189921df31e69;CLOSED;5min;5min;2022-09-13T10:51:19+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYNfYUZgfwH5emFrq_m5;typescript:S4782;MAJOR;brave_brave-core:components/brave_wallet_ui/components/buy-send-swap/swap-input-component/index.tsx;brave_brave-core;d9117d1d3e76f0597cdf1374434127ba;OPEN;1min;1min;2022-09-13T10:51:19+0200;2022-09-13T10:51:19+0200;;CODE_SMELL;;
AYMyjsaXEzDSQ2ZVRtlp;python:S5806;MAJOR;brave_brave-core:script/lib/github.py;brave_brave-core;9f6dcfb3a17a72714778aac1912194d2;OPEN;5min;5min;2022-09-12T18:32:19+0200;2022-09-12T18:32:19+0200;;CODE_SMELL;;bsclifton@github
AYNfYXOZfwH5emFrq_m7;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_default_extensions_page/brave_default_extensions_browser_proxy.js;brave_brave-core;412c93e285e150da90104d42b372f7cc;CLOSED;5min;5min;2022-09-12T13:26:57+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYNtZg9i3xvsbr3Ctyfj;typescript:S3776;CRITICAL;brave_brave-core:components/brave_wallet_ui/components/desktop/popup-modals/account-settings-modal/account-settings-modal.tsx;brave_brave-core;03eb34112dd07b210b8e83ddf54c04f5;OPEN;6min;6min;2022-09-09T00:03:09+0200;2022-09-09T00:06:53+0200;;CODE_SMELL;;Douglashdaniel@github
AYNtZhDU3xvsbr3Ctyfk;typescript:S125;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/views/crypto/index.tsx;brave_brave-core;c924f0c55c17580761758f3221850157;OPEN;5min;5min;2022-09-09T00:03:09+0200;2022-09-09T00:06:53+0200;;CODE_SMELL;;Douglashdaniel@github
AYM_qnn-9kdCJbXHg19F;javascript:S3776;CRITICAL;brave_brave-core:build/commands/scripts/sync.js;brave_brave-core;22b815542c86a677a308dddbdc0d2dda;OPEN;7min;7min;2022-09-07T10:36:41+0200;2022-09-12T13:15:08+0200;;CODE_SMELL;;
AYMOmGzlfwg66gsPHSbn;typescript:S1854;MAJOR;brave_brave-core:components/brave_wallet_ui/components/extension/connect-with-site-panel/index.tsx;brave_brave-core;800138fc0946f9c1f2c7f7d98115d27a;OPEN;15min;15min;2022-09-02T19:45:34+0200;2022-09-02T19:50:15+0200;;CODE_SMELL;;Douglashdaniel@github
AYL8xPt6I6HXSz6QZOk6;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/wallet_networks_list.ts;brave_brave-core;64dd52fc3bf10b5e65e635c15bb8e00d;CLOSED;5min;5min;2022-09-02T07:49:02+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYL8xPt6I6HXSz6QZOk7;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_wallet_page/wallet_networks_list.ts;brave_brave-core;a330d4c56e9afd811abe1ac81324bd80;CLOSED;5min;5min;2022-09-02T07:49:02+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
