key;rule;severity;component;project;hash;status;effort;debt;creation_date;update_date;close_date;type;resolution;assignee
AXqwCLzwHar9kiGAv4uN;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/buy-send-swap/buy-send-swap-layout/buy-send-swap-layout.style.ts;brave_brave-core;1d6cb484b3427f50a94c8095f6539738;OPEN;5min;5min;2021-07-14T19:41:08+0200;2022-09-01T22:18:54+0200;;CODE_SMELL;;Douglashdaniel@github
AXqg_BJ2z2B7knpDPvJn;typescript:S4323;MINOR;brave_brave-core:components/brave_wallet_ui/components/desktop/top-tab-nav/index.tsx;brave_brave-core;359e90b30d27c1eedae9925db9bdaa99;CLOSED;5min;5min;2021-07-13T02:54:26+0200;2022-09-30T16:54:49+0200;2022-09-30T16:54:49+0200;CODE_SMELL;FIXED;Douglashdaniel@github
AXp9tOCWjCrtRi6NReTd;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_privacy_page/brave_privacy_page_browser_proxy.js;brave_brave-core;be44f3bb7180de564a24d7c3c5c23a2c;CLOSED;5min;5min;2021-07-10T09:04:19+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXp9tOCWjCrtRi6NReTe;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_privacy_page/brave_privacy_page_browser_proxy.js;brave_brave-core;6090dffb2fbe4783c9c433f98b003c0e;CLOSED;5min;5min;2021-07-10T09:04:19+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXuX6KNF8DU9Ocr_VIl-;javascript:S1128;MINOR;brave_brave-core:browser/resources/settings/brave_ipfs_page/p2p_keys_subpage.ts;brave_brave-core;160102c2015f8d154ac43f0e2f578bd0;CLOSED;2min;2min;2021-07-07T13:08:54+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYElC0vYqGXpJHe8B4qM;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/p2p_keys_subpage.ts;brave_brave-core;e98b603b991c3f3bb2c92b7153595b83;CLOSED;5min;5min;2021-07-07T13:08:54+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXp_qMF0QrlCAs2awp-O;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/components/default/braveToday/cards/displayAd/index.tsx;brave_brave-core;5d1536d8e430b14883e16b434fe74604;OPEN;0min;0min;2021-07-06T20:22:04+0200;2021-07-07T08:25:51+0200;;CODE_SMELL;;petemill@github
AYI6Z_0otWDV3wxS6Iwg;typescript:S6440;MAJOR;brave_brave-core:components/brave_new_tab_ui/components/default/braveToday/useScrollIntoView.ts;brave_brave-core;6af7d83146d95a87fb480816a68d9787;OPEN;10min;10min;2021-07-06T20:22:04+0200;2022-07-26T14:03:11+0200;;BUG;;petemill@github
AXqBe-OldYfHjsbjKCij;javascript:S3626;MINOR;brave_brave-core:browser/resources/settings/brave_ipfs_page/p2p_keys_subpage.ts;brave_brave-core;505b97969baa28c3f607a38ee02f4f2d;CLOSED;1min;1min;2021-07-01T09:45:17+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXpgB8Xvf6HGT6xcaARe;python:S1542;MAJOR;brave_brave-core:build/mac/tweak_info_plist.py;brave_brave-core;eb2ac3524ed5245b280d757ede0626e3;OPEN;10min;10min;2021-06-30T21:03:06+0200;2021-06-30T21:08:40+0200;;CODE_SMELL;;
AYElC0uxqGXpJHe8B4qK;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/rotate_p2p_key_dialog.ts;brave_brave-core;e1149047e37c8e7c50835904e765d1b9;CLOSED;5min;5min;2021-06-30T13:48:57+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYElC0uxqGXpJHe8B4qL;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/rotate_p2p_key_dialog.ts;brave_brave-core;8921b5fa799b54a570d0a787fbbc80ae;CLOSED;5min;5min;2021-06-30T13:48:57+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXp_qMP9QrlCAs2awp-R;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/async/today.ts;brave_brave-core;51dc2a8d332dbe202161fd9c3e685c46;OPEN;0min;0min;2021-06-30T10:12:03+0200;2021-06-30T19:14:35+0200;;CODE_SMELL;;petemill@github
AXpa4js0vpRNvHWtYZUH;python:S1542;MAJOR;brave_brave-core:build/mac/generate_sig.py;brave_brave-core;72790bb90fbb56e06768fd18e902d840;OPEN;10min;10min;2021-06-29T22:37:30+0200;2021-06-30T05:03:32+0200;;CODE_SMELL;;
AXqBe-OldYfHjsbjKCig;javascript:S3626;MINOR;brave_brave-core:browser/resources/settings/brave_ipfs_page/p2p_keys_subpage.ts;brave_brave-core;505b97969baa28c3f607a38ee02f4f2d;CLOSED;1min;1min;2021-06-28T16:41:24+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXqBe-MBdYfHjsbjKCif;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/brave_ipfs_browser_proxy.js;brave_brave-core;3eb9e1632b035ffc7f91ebe18a98faf0;CLOSED;5min;5min;2021-06-28T16:04:31+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXpEuJwjzQU6Gf2Q1v1t;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/line-chart/index.tsx;brave_brave-core;feae9c8b354c0cb9d84a36afece95a69;OPEN;5min;5min;2021-06-21T17:36:36+0200;2021-06-21T17:36:36+0200;;CODE_SMELL;;Douglashdaniel@github
AXpEuJwjzQU6Gf2Q1v1u;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/desktop/line-chart/index.tsx;brave_brave-core;feae9c8b354c0cb9d84a36afece95a69;OPEN;5min;5min;2021-06-21T17:36:36+0200;2021-06-21T17:36:36+0200;;CODE_SMELL;;Douglashdaniel@github
AXpa4jvGvpRNvHWtYZUI;python:S1542;MAJOR;brave_brave-core:build/mac/tweak_info_plist.py;brave_brave-core;72790bb90fbb56e06768fd18e902d840;OPEN;10min;10min;2021-06-15T18:17:19+0200;2021-06-15T18:17:19+0200;;CODE_SMELL;;
AXpa4ll2vpRNvHWtYZUM;python:S1542;MAJOR;brave_brave-core:tools/posix/generate_breakpad_symbols.py;brave_brave-core;c3c3df04f2889b0bfba047fbe6b78b48;OPEN;10min;10min;2021-06-15T18:17:19+0200;2021-06-15T18:17:19+0200;;CODE_SMELL;;
AXpa4ll2vpRNvHWtYZUN;python:S5754;CRITICAL;brave_brave-core:tools/posix/generate_breakpad_symbols.py;brave_brave-core;bf0829c4978d1dead8e42ca2b5c9a9c4;OPEN;5min;5min;2021-06-15T18:17:19+0200;2021-06-15T18:17:19+0200;;CODE_SMELL;;
AXpa4lmUvpRNvHWtYZUO;python:S5754;CRITICAL;brave_brave-core:tools/win/generate_breakpad_symbols.py;brave_brave-core;bf0829c4978d1dead8e42ca2b5c9a9c4;OPEN;5min;5min;2021-06-15T18:17:19+0200;2021-06-15T18:17:19+0200;;CODE_SMELL;;
AXpa4kW8vpRNvHWtYZUL;typescript:S1135;INFO;brave_brave-core:components/brave_rewards/resources/internals/brave_rewards_internals.tsx;brave_brave-core;43743a17d4fcc0a98e66b67b697f9870;OPEN;0min;0min;2021-06-07T21:44:19+0200;2021-06-30T12:30:32+0200;;CODE_SMELL;;petemill@github
AXnAVLjHz8ADDFzgszRv;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/ftx_async.ts;brave_brave-core;480d6a0dc298dcf3285a0c1fde5e88bb;OPEN;0min;0min;2021-05-28T23:57:30+0200;2021-06-30T12:30:32+0200;;CODE_SMELL;;petemill@github
AXnHRhtD12ZcGdVUdTOc;javascript:S2703;BLOCKER;brave_brave-core:build/commands/lib/util.js;brave_brave-core;8631329f544ffac9228109cde1c84ea5;OPEN;2min;2min;2021-05-27T16:38:30+0200;2021-05-27T16:41:58+0200;;CODE_SMELL;;
AXmvDT_drA1Xtz_pxDGS;python:S3776;CRITICAL;brave_brave-core:script/audit_deps.py;brave_brave-core;725024042e8514fcf365be341aab7f1a;OPEN;11min;11min;2021-05-27T06:52:02+0200;2021-05-27T06:52:02+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTA;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;750b91cedce56b2292db83b4985ef495;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTB;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;19a8b993efd822b3496b27e73aba5e9f;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTC;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;8c5c90b7ff30ae2479bd01903b85f3cc;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTD;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;e4f30547bb44986906eb40569cd9b090;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTE;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;2ab0fdead9fe4c376e346949de99f3cf;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTF;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;b913ee28a86607704b2d0c958fe066f0;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTG;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;05edb960e0b77526e3bff18bb878a4af;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTH;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;e9b72db817cb48eeb0e9fbe2ebe2a2eb;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTI;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;5d5081852fd6337fdc389c96d6e69d99;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AXmnhb-Wc2uSn1p8koTJ;python:S1542;MAJOR;brave_brave-core:chromium_src/python_modules/mojo/public/tools/mojom/mojom/parse/brave_ast_patcher.py;brave_brave-core;d118897ffe0f4993a7dca6f690c4f7fb;OPEN;10min;10min;2021-05-25T14:20:44+0200;2021-05-26T09:10:31+0200;;CODE_SMELL;;
AYElC0vyqGXpJHe8B4qN;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/add_ipfs_peer_dialog.ts;brave_brave-core;3ec23c93469f1930c65da0bbc6dfb78e;CLOSED;5min;5min;2021-05-21T21:18:20+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYElC0vyqGXpJHe8B4qO;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/add_ipfs_peer_dialog.ts;brave_brave-core;add9728b8002b343902118a522988269;CLOSED;5min;5min;2021-05-21T21:18:20+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXmS5Om2bDDKrlIflanK;javascript:S1128;MINOR;brave_brave-core:browser/resources/settings/brave_ipfs_page/ipfs_peers_subpage.ts;brave_brave-core;4dbe88e70c38db044310ca948a45d291;CLOSED;2min;2min;2021-05-21T21:18:20+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYElC0wLqGXpJHe8B4qP;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/ipfs_peers_subpage.ts;brave_brave-core;c7593765ecb065abb03a19c619b2ca16;CLOSED;5min;5min;2021-05-21T21:18:20+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXmS5Om2bDDKrlIflanL;javascript:S3626;MINOR;brave_brave-core:browser/resources/settings/brave_ipfs_page/ipfs_peers_subpage.ts;brave_brave-core;505b97969baa28c3f607a38ee02f4f2d;CLOSED;1min;1min;2021-05-21T21:18:20+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYI6Z_3htWDV3wxS6Iwo;typescript:S6440;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/components/assetDetail.tsx;brave_brave-core;7bf4956f7faa9e6bb6ac9782fcc71772;OPEN;10min;10min;2021-05-14T08:25:31+0200;2022-07-26T14:03:11+0200;;BUG;;petemill@github
AYI6Z_3htWDV3wxS6Iwp;typescript:S6440;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/components/assetDetail.tsx;brave_brave-core;87cfba6176c159e698981d1db8c9496d;OPEN;10min;10min;2021-05-14T08:25:31+0200;2022-07-26T14:03:11+0200;;BUG;;petemill@github
AYI6Z_3utWDV3wxS6Iwq;typescript:S6440;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/components/convert.tsx;brave_brave-core;59bfdf473475f494bfb003f57ed49a92;OPEN;10min;10min;2021-05-14T08:25:31+0200;2022-07-26T14:03:11+0200;;BUG;;petemill@github
AYI6Z_3utWDV3wxS6Iwr;typescript:S6440;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/components/convert.tsx;brave_brave-core;4c7a8a139fb5068fb5853329df0c1cad;OPEN;10min;10min;2021-05-14T08:25:31+0200;2022-07-26T14:03:11+0200;;BUG;;petemill@github
AYI6Z_3utWDV3wxS6Iws;typescript:S6440;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/components/convert.tsx;brave_brave-core;945eba38459b78c386b972a3f2b544dc;OPEN;10min;10min;2021-05-14T08:25:31+0200;2022-07-26T14:03:11+0200;;BUG;;petemill@github
AXlr-S_lCsT1ByAZr2Bf;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/ftx_async.ts;brave_brave-core;1d716941ea87e87e0a9bb1aef56fb3e7;RESOLVED;0min;0min;2021-05-14T08:25:31+0200;2021-06-30T12:30:32+0200;;CODE_SMELL;WONTFIX;
AXlr-S_lCsT1ByAZr2Bg;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/ftx_async.ts;brave_brave-core;f7d141ccf88e46b57f5b196deb391763;RESOLVED;0min;0min;2021-05-14T08:25:31+0200;2021-06-30T12:30:32+0200;;CODE_SMELL;WONTFIX;
AXlr-S_lCsT1ByAZr2Bh;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/ftx_async.ts;brave_brave-core;f7d141ccf88e46b57f5b196deb391763;RESOLVED;0min;0min;2021-05-14T08:25:31+0200;2021-06-30T12:30:32+0200;;CODE_SMELL;WONTFIX;
AXlr-S_lCsT1ByAZr2Bi;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/widgets/ftx/ftx_async.ts;brave_brave-core;f7d141ccf88e46b57f5b196deb391763;RESOLVED;0min;0min;2021-05-14T08:25:31+0200;2021-06-30T12:30:32+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2By;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;a21f8b125bde07821658100af58aefed;RESOLVED;10min;10min;2021-05-14T08:25:31+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bz;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;69f39c27a007098100b1295276018308;RESOLVED;10min;10min;2021-05-14T08:25:31+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2B0;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;19c53799195ace0fb046b095d3f7b387;RESOLVED;10min;10min;2021-05-14T08:25:31+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bn;typescript:S3358;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;9516e91f7de683d4fa29d32bc7935ac9;RESOLVED;5min;5min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bo;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;aa32c7e8970a45c3d32fefe26847f053;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bp;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;8761cd992abe9c009d50c3bbeb070bde;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bq;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;015a6617561825ef72874b85e102f0cd;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Br;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;349b3dc04c4b8a7ff0f0ca43f72a77cd;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bs;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;b36fb5bbe03b00216dfef858160cd492;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bt;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;1cd7207d3a2878bbc44de63417a44043;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bu;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;ab67bba5b23f605a007281cd522945e3;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bv;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;d8d7ec31c3ba0618ea201fa194a2b937;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bw;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;7a34f82b0e16b5652586c961cfc4e51d;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2Bx;typescript:S4624;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;afd0d9405465f78b6926b350705dd16e;RESOLVED;10min;10min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXlr-TBoCsT1ByAZr2B2;typescript:S3358;MAJOR;brave_brave-core:components/brave_new_tab_ui/widgets/shared/styles.ts;brave_brave-core;5535824ff16303e3e7e2092d9fcd9125;RESOLVED;5min;5min;2021-05-14T04:15:07+0200;2021-05-14T19:38:12+0200;;CODE_SMELL;WONTFIX;
AXmATG5lIxkoz9SxEsNO;javascript:S1186;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/brave_ipfs_browser_proxy.js;brave_brave-core;e2f31a5b7469fff0dad167ac438c0ec8;CLOSED;5min;5min;2021-05-11T20:43:39+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXlc9RnYJMyDOHohwGUJ;typescript:S1135;INFO;brave_brave-core:components/brave_wallet_ui/panel/container.tsx;brave_brave-core;2f604eb0807f016e1a035868f65cb8ef;OPEN;0min;0min;2021-05-11T17:58:21+0200;2021-06-30T12:30:32+0200;;CODE_SMELL;;bbondy@github
AXvkMjW7FfiRNP540i0A;javascript:S6353;MINOR;brave_brave-core:components/webpack/webpack.config.js;brave_brave-core;2452d739762126990910ea9dcaf53804;OPEN;5min;5min;2021-05-11T16:36:04+0200;2021-09-14T14:02:02+0200;;CODE_SMELL;;bbondy@github
AXvkMjW7FfiRNP540i0B;javascript:S6353;MINOR;brave_brave-core:components/webpack/webpack.config.js;brave_brave-core;2452d739762126990910ea9dcaf53804;OPEN;5min;5min;2021-05-11T16:36:04+0200;2021-09-14T14:02:02+0200;;CODE_SMELL;;bbondy@github
AXvkMjW7FfiRNP540i0C;javascript:S6353;MINOR;brave_brave-core:components/webpack/webpack.config.js;brave_brave-core;2452d739762126990910ea9dcaf53804;OPEN;5min;5min;2021-05-11T16:36:04+0200;2021-09-14T14:02:02+0200;;CODE_SMELL;;bbondy@github
AYElC0KsqGXpJHe8B4qF;javascript:S3504;CRITICAL;brave_brave-core:components/brave_wallet/resources/ethereum_provider.js;brave_brave-core;a0344e2e3e45d7dff71a12056cbe03a2;OPEN;5min;5min;2021-05-10T17:28:14+0200;2022-06-02T17:28:20+0200;;CODE_SMELL;;
AYElC0KsqGXpJHe8B4qG;javascript:S3504;CRITICAL;brave_brave-core:components/brave_wallet/resources/ethereum_provider.js;brave_brave-core;29af26736a220c9c7f5de5b62228c0f7;OPEN;5min;5min;2021-05-10T17:28:14+0200;2022-06-02T17:28:20+0200;;CODE_SMELL;;
AXk3728EaNlh6LJaq8gY;python:S3358;MAJOR;brave_brave-core:script/json2xunit.py;brave_brave-core;924464748159c85cee76ba281a45f106;OPEN;5min;5min;2021-05-04T17:06:46+0200;2021-05-04T17:07:40+0200;;CODE_SMELL;;wknapik@github
AYElC0wZqGXpJHe8B4qQ;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/add_p2p_key_dialog.ts;brave_brave-core;e1149047e37c8e7c50835904e765d1b9;CLOSED;5min;5min;2021-05-04T14:01:26+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYElC0wZqGXpJHe8B4qR;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/add_p2p_key_dialog.ts;brave_brave-core;8921b5fa799b54a570d0a787fbbc80ae;CLOSED;5min;5min;2021-05-04T14:01:26+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AYElC0wZqGXpJHe8B4qS;javascript:S3504;CRITICAL;brave_brave-core:browser/resources/settings/brave_ipfs_page/add_p2p_key_dialog.ts;brave_brave-core;c18d5e746ff5559be3686f9c9b655ad6;CLOSED;5min;5min;2021-05-04T14:01:26+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXk7A7pHDEVlElxzbybL;javascript:S1128;MINOR;brave_brave-core:browser/resources/settings/brave_ipfs_page/p2p_keys_subpage.ts;brave_brave-core;2d51ec5f9f36d436c61bc1077d6f1c4b;CLOSED;2min;2min;2021-05-04T14:01:26+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXk7A7pHDEVlElxzbybM;javascript:S3626;MINOR;brave_brave-core:browser/resources/settings/brave_ipfs_page/p2p_keys_subpage.ts;brave_brave-core;505b97969baa28c3f607a38ee02f4f2d;CLOSED;1min;1min;2021-05-04T14:01:26+0200;2022-10-14T01:47:31+0200;2022-10-14T01:47:31+0200;CODE_SMELL;FIXED;
AXkzNe1hyhTKVpQGRT9w;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/buy-send-swap/buy-send-swap-layout/buy-send-swap-layout.style.ts;brave_brave-core;f9b46ac89fc5d93a8c27b349b174d467;OPEN;5min;5min;2021-04-27T16:13:41+0200;2022-09-01T22:18:54+0200;;CODE_SMELL;;
AXkzNe1hyhTKVpQGRT9x;typescript:S3358;MAJOR;brave_brave-core:components/brave_wallet_ui/components/buy-send-swap/buy-send-swap-layout/buy-send-swap-layout.style.ts;brave_brave-core;8f6b333139717b5291e54e85a1b6652f;OPEN;5min;5min;2021-04-27T16:13:41+0200;2022-09-01T22:18:54+0200;;CODE_SMELL;;
AXlr-TFUCsT1ByAZr2B9;typescript:S1135;INFO;brave_brave-core:components/brave_new_tab_ui/containers/app.tsx;brave_brave-core;9f58f0f649173c7639ebac06e3741c4b;RESOLVED;0min;0min;2021-04-23T08:31:32+0200;2021-06-30T12:30:32+0200;;CODE_SMELL;WONTFIX;
AXj03wv4HdM9ii50m-eA;typescript:S3776;CRITICAL;brave_brave-core:components/brave_rewards/resources/tip/components/bat_tip_form.tsx;brave_brave-core;2643e2243ab2a0c79e5ec86008f7cf70;OPEN;13min;13min;2021-04-19T20:21:31+0200;2021-09-21T20:05:13+0200;;CODE_SMELL;;
AXj03wv4HdM9ii50m-eB;typescript:S3358;MAJOR;brave_brave-core:components/brave_rewards/resources/tip/components/bat_tip_form.tsx;brave_brave-core;d780c7d5e4db0f0857d53dcd54de122e;OPEN;5min;5min;2021-04-19T20:21:31+0200;2021-04-21T16:36:31+0200;;CODE_SMELL;;
AXjwIPgTtesEcbWBnPB4;typescript:S3776;CRITICAL;brave_brave-core:components/brave_extension/extension/brave_extension/content_element_picker.ts;brave_brave-core;2cd844df0b3445d98380ac8eaa8694a6;OPEN;16min;16min;2021-04-17T06:36:23+0200;2021-04-20T18:29:30+0200;;CODE_SMELL;;
